"WR","Chester Rogers",3000,"Ind@Min 01:00PM ET",2.700,"Ind"
"WR","Laquon Treadwell",3000,"Ind@Min 01:00PM ET",0.250,"Min"
"RB","John Kuhn",3000,"NO@Ari 04:05PM ET",4.038,"NO"
"RB","Travaris Cadet",3000,"NO@Ari 04:05PM ET",4.833,"NO"
"RB","Stepfan Taylor",3000,"NO@Ari 04:05PM ET",0.100,"Ari"
"RB","Kerwynn Williams",3000,"NO@Ari 04:05PM ET",0.486,"Ari"
"RB","Marcus Murphy",3000,"NO@Ari 04:05PM ET",0.433,"NO"
"RB","Daniel Lasco",3000,"NO@Ari 04:05PM ET",0.900,"NO"
"WR","Brandon Coleman",3000,"NO@Ari 04:05PM ET",5.408,"NO"
"WR","Tommylee Lewis",3000,"NO@Ari 04:05PM ET",1.744,"NO"
"WR","Brittan Golden",3000,"NO@Ari 04:05PM ET",1.522,"Ari"
"WR","Marquis Bundy",3000,"NO@Ari 04:05PM ET",0,"Ari"
"WR","Jake Lampman",3000,"NO@Ari 04:05PM ET",0.000,"NO"
"DST","Cardinals ",3000,"NO@Ari 04:05PM ET",8.077,"Ari"
"RB","Shaun Draughn",3000,"SF@Atl 04:05PM ET",5.308,"SF"
"RB","Patrick DiMarco",3000,"SF@Atl 04:05PM ET",1.277,"Atl"
"RB","Terron Ward",3000,"SF@Atl 04:05PM ET",3.000,"Atl"
"RB","Mike Davis",3000,"SF@Atl 04:05PM ET",1.938,"SF"
"WR","Eric Weems",3000,"SF@Atl 04:05PM ET",0.000,"Atl"
"WR","Nick Williams",3000,"SF@Atl 04:05PM ET",8.900,"Atl"
"WR","Rod Streater",3000,"SF@Atl 04:05PM ET",1.554,"SF"
"WR","Chris Harper",3000,"SF@Atl 04:05PM ET",2.350,"SF"
"WR","Aaron Burbridge",3000,"SF@Atl 04:05PM ET",0.231,"SF"
"RB","Justin Forsett",3000,"NE@Den 04:25PM ET",6.200,"Den"
"RB","James Develin",3000,"NE@Den 04:25PM ET",0.125,"NE"
"RB","Brandon Bolden",3000,"NE@Den 04:25PM ET",0.390,"NE"
"RB","Juwan Thompson",3000,"NE@Den 04:25PM ET",1.320,"Den"
"RB","D.J. Foster",3000,"NE@Den 04:25PM ET",1.200,"NE"
"WR","Matthew Slater",3000,"NE@Den 04:25PM ET",0.050,"NE"
"WR","Jordan Norwood",3000,"NE@Den 04:25PM ET",3.692,"Den"
"WR","Griff Whalen",3000,"NE@Den 04:25PM ET",0.525,"NE"
