"WR","Bennie Fowler",3000,"NE@Den 04:25PM ET",3.600,"Den"
"WR","Jordan Taylor",3000,"NE@Den 04:25PM ET",2.669,"Den"
"WR","Cody Latimer",3000,"NE@Den 04:25PM ET",1.089,"Den"
"WR","Kalif Raymond",3000,"NE@Den 04:25PM ET",0.000,"Den"
"RB","Taiwan Jones",3000,"Oak@SD 04:25PM ET",0.750,"Oak"
"RB","Ronnie Hillman",3000,"Oak@SD 04:25PM ET",2.660,"SD"
"RB","Jamize Olawale",3000,"Oak@SD 04:25PM ET",4.092,"Oak"
"RB","Derek Watt",3000,"Oak@SD 04:25PM ET",0.777,"SD"
"WR","Andre Holmes",3000,"Oak@SD 04:25PM ET",2.231,"Oak"
"WR","Geremy Davis",3000,"Oak@SD 04:25PM ET",0,"SD"
"WR","Isaiah Burse",3000,"Oak@SD 04:25PM ET",0.000,"SD"
"WR","Jeremy Butler",3000,"Oak@SD 04:25PM ET",0.775,"SD"
"WR","Seth Roberts",3000,"Oak@SD 04:25PM ET",7.800,"Oak"
"WR","Johnny Holton",3000,"Oak@SD 04:25PM ET",0.808,"Oak"
"RB","Cedric Peerman",3000,"Pit@Cin 01:00PM ET",0.000,"Cin"
"RB","Roosevelt Nix",3000,"Pit@Cin 01:00PM ET",0.000,"Pit"
"RB","Daryl Richardson",3000,"Pit@Cin 01:00PM ET",0.233,"Pit"
"WR","Darrius Heyward-Bey",3000,"Pit@Cin 01:00PM ET",3.978,"Pit"
"WR","Cobi Hamilton",3000,"Pit@Cin 01:00PM ET",4.163,"Pit"
"WR","James Wright",3000,"Pit@Cin 01:00PM ET",1.970,"Cin"
"WR","Sammie Coates",3000,"Pit@Cin 01:00PM ET",6.000,"Pit"
"WR","Alex Erickson",3000,"Pit@Cin 01:00PM ET",0.892,"Cin"
"WR","Cody Core",3000,"Pit@Cin 01:00PM ET",1.920,"Cin"
"DST","Eagles ",2900,"Phi@Bal 01:00PM ET",8.462,"Phi"
"TE","Will Tye",2900,"Det@NYG 01:00PM ET",5.462,"NYG"
"DST","Giants ",2900,"Det@NYG 01:00PM ET",8.308,"NYG"
"TE","Hunter Henry",2900,"Oak@SD 04:25PM ET",7.985,"SD"
"TE","Charles Clay",2800,"Cle@Buf 01:00PM ET",6.875,"Buf"
"DST","Patriots ",2800,"NE@Den 04:25PM ET",6.833,"NE"
"DST","Bengals ",2800,"Pit@Cin 01:00PM ET",5.846,"Cin"
"DST","Steelers ",2800,"Pit@Cin 01:00PM ET",6.615,"Pit"
"TE","Jared Cook",2700,"GB@Chi 01:00PM ET",6.414,"GB"
"DST","Cowboys ",2700,"TB@Dal 08:30PM ET",5.231,"Dal"
"DST","Titans ",2700,"Ten@KC 01:00PM ET",5.769,"Ten"
"TE","Jack Doyle",2700,"Ind@Min 01:00PM ET",9.277,"Ind"
"TE","Garrett Celek",2700,"SF@Atl 04:05PM ET",4.231,"SF"
"DST","Raiders ",2700,"Oak@SD 04:25PM ET",6.000,"Oak"
"DST","Chargers ",2700,"Oak@SD 04:25PM ET",7.538,"SD"
"TE","Richard Rodgers",2600,"GB@Chi 01:00PM ET",4.208,"GB"
"DST","Jaguars ",2600,"Jax@Hou 01:00PM ET",3.077,"Jax"
"DST","Lions ",2600,"Det@NYG 01:00PM ET",6.615,"Det"
"TE","Dwayne Allen",2600,"Ind@Min 01:00PM ET",8.436,"Ind"
"TE","Logan Paulsen",2500,"GB@Chi 01:00PM ET",0.346,"Chi"
"TE","Patrick Scales",2500,"GB@Chi 01:00PM ET",0.000,"Chi"
"TE","Daniel Brown",2500,"GB@Chi 01:00PM ET",4.980,"Chi"
"TE","Ben Braunecker",2500,"GB@Chi 01:00PM ET",0.420,"Chi"
"TE","Brandon Myers",2500,"TB@Dal 08:30PM ET",1.292,"TB"
"TE","Andrew DePaola",2500,"TB@Dal 08:30PM ET",0.000,"TB"
"TE","Luke Stocker",2500,"TB@Dal 08:30PM ET",0.620,"TB"
"TE","Gavin Escobar",2500,"TB@Dal 08:30PM ET",0.869,"Dal"
"TE","Alan Cross",2500,"TB@Dal 08:30PM ET",1.145,"TB"
"DST","Buccaneers ",2500,"TB@Dal 08:30PM ET",8.538,"TB"
"TE","Ryan Griffin",2500,"Jax@Hou 01:00PM ET",6.592,"Hou"
"TE","Neal Sterling",2500,"Jax@Hou 01:00PM ET",2.289,"Jax"
"TE","Alex Ellis",2500,"Jax@Hou 01:00PM ET",0.000,"Jax"
"TE","Stephen Anderson",2500,"Jax@Hou 01:00PM ET",2.460,"Hou"
"TE","Ben Koyack",2500,"Jax@Hou 01:00PM ET",2.291,"Jax"
"TE","Logan Thomas",2500,"Cle@Buf 01:00PM ET",0,"Buf"
"TE","Gerald Christian",2500,"Cle@Buf 01:00PM ET",0.800,"Buf"
"TE","Randall Telfer",2500,"Cle@Buf 01:00PM ET",0.218,"Cle"
"TE","Nick O'Leary",2500,"Cle@Buf 01:00PM ET",1.723,"Buf"
"TE","Seth DeValve",2500,"Cle@Buf 01:00PM ET",2.422,"Cle"
"TE","Danny Vitale",2500,"Cle@Buf 01:00PM ET",0.100,"Cle"
"TE","Brent Celek",2500,"Phi@Bal 01:00PM ET",1.569,"Phi"
"TE","Crockett Gillmore",2500,"Phi@Bal 01:00PM ET",3.014,"Bal"
"TE","Trey Burton",2500,"Phi@Bal 01:00PM ET",5.275,"Phi"
"TE","Darren Waller",2500,"Phi@Bal 01:00PM ET",2.375,"Bal"
"TE","Nick Boyle",2500,"Phi@Bal 01:00PM ET",2.200,"Bal"
"TE","Anthony Fasano",2500,"Ten@KC 01:00PM ET",2.008,"Ten"
"TE","Beau Brinkley",2500,"Ten@KC 01:00PM ET",0.000,"Ten"
"TE","James Winchester",2500,"Ten@KC 01:00PM ET",0.000,"KC"
"TE","James O'Shaughnessy",2500,"Ten@KC 01:00PM ET",0.146,"KC"
"TE","Ross Travis",2500,"Ten@KC 01:00PM ET",0.750,"KC"
"TE","Demetrius Harris",2500,"Ten@KC 01:00PM ET",1.662,"KC"
"TE","Jace Amaro",2500,"Ten@KC 01:00PM ET",2.225,"Ten"
"TE","Phillip Supernaw",2500,"Ten@KC 01:00PM ET",0.850,"Ten"
"TE","Brandon Pettigrew",2500,"Det@NYG 01:00PM ET",0,"Det"
"TE","Clay Harbor",2500,"Det@NYG 01:00PM ET",0.408,"Det"
"TE","Matthew Mulligan",2500,"Det@NYG 01:00PM ET",0.000,"Det"
"TE","Larry Donnell",2500,"Det@NYG 01:00PM ET",2.655,"NYG"
"TE","Jerell Adams",2500,"Det@NYG 01:00PM ET",2.500,"NYG"
"TE","Rhett Ellison",2500,"Ind@Min 01:00PM ET",1.733,"Min"
"TE","Kevin McDermott",2500,"Ind@Min 01:00PM ET",0.000,"Min"
"TE","Erik Swoope",2500,"Ind@Min 01:00PM ET",2.154,"Ind"
"TE","David Morgan",2500,"Ind@Min 01:00PM ET",0.000,"Min"
"DST","Colts ",2500,"Ind@Min 01:00PM ET",4.769,"Ind"
"TE","Darren Fells",2500,"NO@Ari 04:05PM ET",2.036,"Ari"
"TE","John Phillips",2500,"NO@Ari 04:05PM ET",1.369,"NO"
"TE","Jermaine Gresham",2500,"NO@Ari 04:05PM ET",5.762,"Ari"
"TE","Hakeem Valles",2500,"NO@Ari 04:05PM ET",0.000,"Ari"
"TE","Kyle Nelson",2500,"SF@Atl 04:05PM ET",0.000,"SF"
"TE","Levine Toilolo",2500,"SF@Atl 04:05PM ET",3.277,"Atl"
"TE","Blake Bell",2500,"SF@Atl 04:05PM ET",0.583,"SF"
"TE","Je'Ron Hamm",2500,"SF@Atl 04:05PM ET",0.000,"SF"
"TE","Joshua Perkins",2500,"SF@Atl 04:05PM ET",0.000,"Atl"
"TE","Austin Hooper",2500,"SF@Atl 04:05PM ET",4.323,"Atl"
"TE","Virgil Green",2500,"NE@Den 04:25PM ET",3.910,"Den"
"TE","Matt Lengel",2500,"NE@Den 04:25PM ET",0.000,"NE"
"TE","A.J. Derby",2500,"NE@Den 04:25PM ET",2.611,"Den"
"TE","Jeff Heuerman",2500,"NE@Den 04:25PM ET",0.756,"Den"
"TE","Sean McGrath",2500,"Oak@SD 04:25PM ET",0.346,"SD"
"TE","Mychal Rivera",2500,"Oak@SD 04:25PM ET",3.780,"Oak"
"TE","Clive Walford",2500,"Oak@SD 04:25PM ET",5.992,"Oak"
"TE","Asante Cleveland",2500,"Oak@SD 04:25PM ET",0.000,"SD"
"TE","Clark Harris",2500,"Pit@Cin 01:00PM ET",0.000,"Cin"
"TE","David Johnson",2500,"Pit@Cin 01:00PM ET",1.138,"Pit"
"TE","Ryan Hewitt",2500,"Pit@Cin 01:00PM ET",0.115,"Cin"
"TE","Tyler Ott",2500,"Pit@Cin 01:00PM ET",0.000,"Cin"
"TE","Xavier Grimble",2500,"Pit@Cin 01:00PM ET",2.580,"Pit"
"TE","Tyler Kroft",2500,"Pit@Cin 01:00PM ET",1.477,"Cin"
"TE","C.J. Uzomah",2500,"Pit@Cin 01:00PM ET",4.538,"Cin"
"TE","Jesse James",2500,"Pit@Cin 01:00PM ET",6.023,"Pit"
"DST","Bears ",2400,"GB@Chi 01:00PM ET",6.538,"Chi"
"DST","Saints ",2400,"NO@Ari 04:05PM ET",3.923,"NO"
"DST","49ers ",2300,"SF@Atl 04:05PM ET",4.000,"SF"
"DST","Browns ",2200,"Cle@Buf 01:00PM ET",3.000,"Cle"
