128,0,17,0,0,0,34.0,162,0,26,9,0,2,90.7,513,2,79,115,1,13,111.4,50.2
44,1,16,1,0,2,20.700000000000003,118,1,34,13,0,3,61.10000000000001,411,3,100,50,0,8,95.30000000000001,2.2
84,0,21,25,0,2,28.599999999999998,163,0,44,31,0,5,64.69999999999999,451,0,104,92,0,14,89.1,35.6
133,3,33,45,0,5,22.400000000000002,167,3,45,68,0,10,99.5,449,7,102,139,0,23,123.2,25.5
90,0,24,17,0,3,15.600000000000001,141,0,35,67,0,7,48.800000000000004,301,1,77,78,0,9,76.6,10.7
62,1,17,15,0,2,20.4,227,3,46,41,0,4,43.9,272,3,53,54,0,5,97.30000000000001,5.1
42,2,13,0,0,0,17.0,90,3,26,0,0,0,73.10000000000001,271,5,74,1,0,2,100.10000000000001,13.7
0,0,0,0,0,0,28.8,0,0,0,0,0,0,59.900000000000006,237,3,38,57,1,8,59.900000000000006,25.5
0,0,0,0,0,0,28.200000000000003,73,2,26,103,0,17,55.38000000000001,147,3,49,145,0,23,101.98000000000002,20.8
29,0,12,7,0,1,7.2,53,0,19,7,0,1,28.6,95,0,28,7,0,1,35.6,25.7
13,0,5,0,0,0,16.5,27,0,11,15,0,2,45.400000000000006,129,1,36,61,0,7,51.6,5.3
72,0,15,0,0,0,19.1,158,1,34,46,0,4,48.5,284,3,48,46,0,4,78.9,5.2
69,2,15,6,0,2,21.1,124,3,40,6,0,3,67.6,481,7,99,62,0,10,101.6,31.3
8,0,3,0,0,0,1.8,31,0,7,0,0,0,31.2,31,0,7,0,0,0,34.3,2.6
0,0,0,0,0,0,10.0,94,1,26,27,0,2,27.900000000000002,297,3,58,58,0,4,48.0,6.699999999999999
70,0,18,30,0,3,5.0,85,0,25,29,0,4,31.900000000000002,140,1,38,30,0,5,47.300000000000004,21.6
23,0,15,37,0,5,16.7,144,1,27,56,0,7,51.699999999999996,265,1,73,96,0,13,87.69999999999999,27.1
34,1,15,0,0,0,1.7000000000000002,34,1,15,0,0,0,14.600000000000001,177,1,43,0,0,0,24.0,3.0
0,0,0,0,0,0,10.600000000000001,153,1,27,81,0,4,48.6,261,1,53,103,1,7,82.0,15.700000000000001
110,1,17,0,0,0,4.800000000000001,149,2,27,6,0,1,34.0,213,2,39,37,0,6,65.5,20.200000000000003
77,2,10,117,0,10,27.500000000000004,146,2,24,191,1,17,93.70000000000002,338,3,62,276,1,28,144.20000000000002,19.4
128,0,17,0,0,0,50.2,245,0,42,20,0,5,125.1,499,2,73,118,1,15,147.20000000000002,18.1
152,2,30,20,0,2,13.200000000000001,192,2,48,39,0,4,65.10000000000001,335,3,75,81,0,9,124.2,19.1
133,3,33,45,0,5,25.5,181,4,51,94,0,13,81.20000000000002,344,5,85,137,0,22,135.70000000000002,18.400000000000002
50,0,16,78,0,6,35.6,129,0,39,84,0,9,81.5,417,0,99,145,0,18,113.2,22.6
0,0,0,0,0,0,25.5,0,0,0,0,0,0,78.69999999999999,34,1,23,18,1,3,85.39999999999999,15.8
143,0,22,23,0,4,31.3,198,1,47,23,0,5,75.30000000000001,555,5,106,79,0,12,120.4,13.8
77,2,10,117,0,10,19.4,249,2,35,240,1,22,68.7,393,2,62,298,1,29,140.4,20.5
90,0,24,17,0,3,10.7,141,0,35,67,0,7,34.4,286,1,75,94,0,11,73.2,25.5
29,0,12,7,0,1,25.7,53,0,19,7,0,1,37.6,95,0,28,7,0,1,58.9,16.5
110,1,17,0,0,0,20.200000000000003,149,2,27,6,0,1,45.7,213,2,39,37,0,6,74.2,4.3
62,1,17,15,0,2,5.1,139,2,32,31,0,4,33.3,184,2,39,44,0,5,66.3,21.6
1,0,1,11,0,2,22.0,8,0,3,17,0,3,43.4,22,0,10,108,0,9,48.9,0.5
210,1,22,17,0,2,13.7,258,2,35,17,0,2,53.1,439,4,83,18,0,4,103.00000000000001,13.3
72,0,15,0,0,0,5.2,158,1,34,46,0,4,48.3,284,3,48,42,0,5,60.9,13.3
70,0,18,30,0,3,21.6,85,0,25,29,0,4,44.2,85,0,25,29,0,4,66.5,13.3
61,0,15,0,0,0,9.5,144,2,54,63,0,7,32.5,247,3,93,125,0,16,51.1,27.9
0,0,0,0,0,0,20.8,73,2,26,103,0,17,62.480000000000004,178,3,56,146,1,25,100.18,15.100000000000001
23,0,15,37,0,5,27.1,144,1,27,56,0,7,69.9,239,1,61,129,0,18,89.80000000000001,11.4
0,0,0,0,0,0,15.700000000000001,153,1,27,81,0,4,35.10000000000001,247,2,42,129,1,10,81.10000000000001,36.8
32,1,13,26,0,4,10.8,49,2,19,56,0,9,44.2,143,3,43,107,0,17,70.0,17.5
67,0,21,8,0,1,7.800000000000001,159,0,42,4,0,2,37.2,355,1,100,21,0,4,50.2,13.2
22,0,6,2,0,1,17.9,32,0,9,6,0,2,28.1,142,1,36,47,0,8,42.8,2.7
128,0,17,0,0,0,18.1,245,0,42,20,0,5,102.30000000000001,399,0,79,39,0,7,159.00000000000003,30.599999999999998
152,2,30,20,0,2,19.1,192,2,48,39,0,4,65.4,335,3,75,81,0,9,109.1,9.0
90,0,24,17,0,3,25.5,141,0,35,67,0,7,51.800000000000004,286,1,75,94,0,11,85.0,13.3
133,3,33,45,0,5,18.400000000000002,181,4,51,94,0,13,66.30000000000001,397,8,95,148,0,22,143.40000000000003,16.0
97,3,22,0,0,0,14.100000000000001,97,3,22,0,0,0,73.2,323,5,87,5,0,1,96.8,3.3000000000000003
62,1,17,15,0,2,21.6,304,4,61,57,0,6,47.1,349,4,68,70,0,7,70.60000000000001,13.7
0,0,0,0,0,0,36.8,153,1,27,81,0,4,63.1,277,2,54,113,0,9,101.10000000000001,19.5
50,0,16,78,0,6,22.6,134,0,37,103,0,8,86.8,422,0,97,164,0,17,122.89999999999999,22.6
0,0,0,0,0,0,15.8,0,0,0,0,0,0,70.1,211,2,17,39,0,5,101.2,17.7
29,0,12,7,0,1,16.5,53,0,19,7,0,1,49.400000000000006,95,0,28,7,0,1,70.80000000000001,5.1
32,1,13,26,0,4,17.5,49,2,19,56,0,9,38.1,143,3,43,107,0,17,71.7,16.8
143,0,22,23,0,4,13.8,212,2,37,29,0,6,66.2,569,6,96,85,0,13,112.69999999999999,18.3
77,2,10,117,0,10,20.5,249,2,35,240,1,22,67.4,405,3,65,279,1,28,133.60000000000002,20.5
6,0,4,2,0,1,14.600000000000001,39,0,9,56,0,6,49.800000000000004,47,0,13,85,0,10,56.0,23.700000000000003
70,0,18,30,0,3,13.3,85,0,25,29,0,4,39.900000000000006,85,0,25,29,0,4,66.80000000000001,17.4
123,1,16,10,0,3,19.7,150,1,28,27,0,4,46.5,205,1,44,36,0,6,82.1,23.7
44,0,18,-1,0,1,9.6,197,0,53,46,1,7,22.3,306,1,82,46,1,7,39.099999999999994,18.700000000000003
210,1,22,17,0,2,13.3,252,3,35,17,0,2,44.0,433,5,83,18,0,4,100.10000000000001,17.6
72,0,15,0,0,0,13.3,158,1,34,46,0,4,37.6,284,3,48,42,0,5,67.0,17.700000000000003
0,0,0,0,0,0,15.100000000000001,73,2,26,103,0,17,64.10000000000001,168,2,45,118,1,21,91.28000000000002,11.2
0,0,0,0,0,0,11.700000000000001,94,1,26,27,0,2,28.4,218,2,44,58,0,4,46.3,12.200000000000001
61,0,15,0,0,0,27.9,144,2,54,63,0,7,47.0,265,3,85,133,0,17,66.5,12.900000000000002
13,0,5,0,0,0,15.9,27,0,11,15,0,2,37.7,129,1,36,61,0,7,66.60000000000001,16.1
0,0,0,0,0,0,21.1,3,0,1,0,0,0,27.5,4,0,4,0,0,0,31.6,8.700000000000001
128,0,17,0,0,0,30.599999999999998,245,0,42,20,0,5,98.9,539,2,80,115,1,15,173.8,23.1
0,0,0,0,0,0,19.5,153,1,27,81,0,4,72.0,277,2,54,113,0,9,91.39999999999999,10.1
50,0,16,78,0,6,22.6,213,0,60,109,0,11,80.80000000000001,384,0,93,124,0,15,126.7,19.1
143,0,22,23,0,4,18.3,267,3,62,29,0,7,63.400000000000006,539,7,102,71,0,12,107.4,12.500000000000002
90,0,24,17,0,3,13.3,141,0,35,67,0,7,49.5,286,1,75,94,0,11,73.19999999999999,4.1000000000000005
44,0,18,-1,0,1,18.700000000000003,197,0,53,46,1,7,40.7,362,1,91,68,1,9,52.5,20.6
133,3,33,45,0,5,16.0,181,4,51,94,0,13,59.900000000000006,366,7,87,139,0,21,115.60000000000002,9.200000000000001
4,0,2,16,0,1,28.0,47,0,8,24,0,4,79.8,86,0,15,81,0,10,93.7,12.4
210,1,22,17,0,2,17.6,300,4,48,17,0,2,44.6,461,6,82,16,0,3,84.0,13.9
6,0,4,2,0,1,23.700000000000003,39,0,9,56,0,6,63.00000000000001,83,0,19,119,0,13,77.9,12.900000000000002
77,2,10,117,0,10,20.5,249,2,35,240,1,22,60.4,333,3,54,313,1,31,109.7,10.100000000000001
62,1,17,15,0,2,13.7,304,4,61,57,0,6,40.4,310,4,65,57,0,6,68.6,19.3
70,0,18,30,0,3,17.4,85,0,25,29,0,4,52.3,85,0,25,29,0,4,74.9,15.5
32,1,13,26,0,4,16.8,49,2,19,56,0,9,45.099999999999994,143,3,43,107,0,17,78.5,6.8
0,0,0,0,0,0,17.7,0,0,0,0,0,0,59.0,211,2,17,39,0,5,112.19999999999999,11.2
72,0,15,0,0,0,17.700000000000003,158,1,34,46,0,4,36.2,284,3,48,42,0,5,79.30000000000001,16.2
0,0,0,0,0,0,12.200000000000001,94,1,26,27,0,2,30.6,218,2,44,58,0,4,52.7,7.300000000000001
0,0,0,0,0,0,11.2,73,2,26,103,0,17,47.1,168,2,45,118,1,21,88.78000000000002,24.599999999999998
13,0,5,0,0,0,16.1,27,0,11,15,0,2,37.3,129,1,36,61,0,7,71.0,5.6000000000000005
29,0,12,7,0,1,5.1,53,0,19,7,0,1,47.3,95,0,28,7,0,1,59.2,2.8000000000000003
123,1,16,10,0,3,23.7,150,1,28,27,0,4,56.0,199,1,42,36,0,6,80.5,5.9
110,1,17,0,0,0,3.5,149,2,27,6,0,1,28.000000000000004,213,2,39,37,0,6,53.50000000000001,22.6
52,0,15,0,0,0,28.6,124,0,37,43,0,5,53.28,344,0,80,151,1,16,56.28,8.5
128,0,17,0,0,0,23.1,245,0,42,20,0,5,71.80000000000001,539,2,80,115,1,15,156.0,42.6
50,0,16,78,0,6,19.1,213,0,60,109,0,11,64.30000000000001,397,0,103,155,0,16,128.5,7.300000000000001
0,0,0,0,0,0,10.1,153,1,27,81,0,4,66.4,277,2,54,113,0,9,92.70000000000002,22.5
210,1,22,17,0,2,13.9,300,4,48,17,0,2,44.8,427,6,82,19,0,3,75.5,22.7
62,1,17,15,0,2,19.3,304,4,61,57,0,6,54.6,343,4,64,70,0,7,80.1,8.0
44,0,18,-1,0,1,20.6,197,0,53,46,1,7,48.900000000000006,362,1,91,68,1,9,61.60000000000001,10.600000000000001
90,0,24,17,0,3,4.1000000000000005,141,0,35,67,0,7,42.900000000000006,286,1,75,94,0,11,69.20000000000002,31.400000000000002
0,0,0,0,0,0,24.599999999999998,73,2,26,103,0,17,50.9,168,2,45,118,1,21,99.9,16.6
133,3,33,45,0,5,9.200000000000001,181,4,51,94,0,13,43.60000000000001,366,7,87,139,0,21,91.50000000000001,16.3
32,1,13,26,0,4,6.8,49,2,19,56,0,9,41.1,143,3,43,107,0,17,61.7,3.5999999999999996
77,2,10,117,0,10,10.100000000000001,249,2,35,240,1,22,51.1,333,3,54,313,1,31,98.0,34.900000000000006
6,0,4,2,0,1,12.900000000000002,39,0,9,56,0,6,51.20000000000001,75,0,15,90,0,9,86.4,34.1
46,0,10,29,0,4,18.8,83,0,16,84,0,9,36.5,267,1,39,114,0,10,42.400000000000006,1.9000000000000001
110,1,17,0,0,0,22.6,149,2,27,6,0,1,30.400000000000002,213,2,39,37,0,6,55.400000000000006,2.9000000000000004
0,0,0,0,0,0,7.300000000000001,94,1,26,27,0,2,31.200000000000003,218,2,44,58,0,4,47.900000000000006,8.9
143,0,22,23,0,4,12.500000000000002,267,3,62,29,0,7,44.60000000000001,532,6,106,61,0,10,97.0,28.700000000000003
123,1,16,10,0,3,5.9,150,1,28,27,0,4,49.3,190,1,38,27,0,4,76.1,13.100000000000001
13,0,5,0,0,0,5.6000000000000005,27,0,11,15,0,2,37.6,129,1,36,61,0,7,59.4,9.4
70,0,18,30,0,3,15.5,85,0,25,29,0,4,46.2,85,0,25,29,0,4,72.80000000000001,12.9
72,0,15,0,0,0,16.2,158,1,34,46,0,4,47.2,284,3,48,42,0,5,71.5,16.0
61,0,15,0,0,0,18.4,144,2,54,63,0,7,59.2,328,2,94,91,0,12,78.3,10.8
40,0,18,19,0,2,9.0,40,0,18,19,0,2,41.300000000000004,220,2,59,103,0,11,93.2,11.700000000000001
87,0,23,11,0,1,9.600000000000001,129,0,44,34,0,3,24.200000000000003,137,0,46,30,0,5,51.2,9.7
128,0,17,0,0,0,42.6,245,0,42,20,0,5,96.3,539,2,80,115,1,15,164.60000000000002,20.9
77,2,10,117,0,10,34.900000000000006,249,2,35,240,1,22,65.5,333,3,54,313,1,31,105.4,15.400000000000002
0,0,0,0,0,0,22.5,153,1,27,81,0,4,52.1,277,2,54,113,0,9,104.60000000000001,19.9
6,0,4,2,0,1,34.1,39,0,9,56,0,6,70.7,75,0,15,90,0,9,110.00000000000001,28.0
210,1,22,17,0,2,22.7,300,4,48,17,0,2,54.2,374,4,76,18,0,4,81.2,5.2
62,1,17,15,0,2,8.0,304,4,61,57,0,6,41.0,343,4,64,70,0,7,67.7,23.1
50,0,16,78,0,6,7.300000000000001,213,0,60,109,0,11,49.0,434,0,104,170,0,20,107.19999999999999,16.300000000000004
90,0,24,17,0,3,31.400000000000002,141,0,35,67,0,7,48.8,286,1,75,94,0,11,85.0,9.7
44,0,18,-1,0,1,10.600000000000001,197,0,53,46,1,7,49.900000000000006,362,1,91,68,1,9,71.9,11.100000000000001
0,0,0,0,0,0,28.7,0,0,0,0,0,0,57.599999999999994,211,2,17,39,0,5,98.89999999999999,18.6
0,0,0,0,0,0,16.6,73,2,26,103,0,17,52.400000000000006,168,2,45,118,1,21,88.3,10.3
133,3,33,45,0,5,16.3,181,4,51,94,0,13,41.5,366,7,87,139,0,21,85.4,34.0
44,1,16,1,0,2,11.000000000000002,164,2,43,17,0,4,28.5,457,4,109,54,0,9,51.400000000000006,9.200000000000001
52,0,15,0,0,0,15.200000000000001,124,0,37,43,0,5,52.300000000000004,358,0,83,94,0,15,76.98,15.2
143,0,22,23,0,4,28.700000000000003,267,3,62,29,0,7,59.5,444,4,96,67,0,13,104.6,19.8
123,1,16,10,0,3,13.100000000000001,150,1,28,27,0,4,42.7,190,1,38,27,0,4,75.0,14.1
110,1,17,0,0,0,2.9000000000000004,149,2,27,6,0,1,29.0,213,2,39,37,0,6,53.5,29.299999999999997
23,0,15,37,0,5,10.8,144,1,27,56,0,7,37.5,239,1,61,129,0,18,76.0,8.9
4,0,2,16,0,1,11.299999999999999,47,0,8,24,0,4,51.7,86,0,15,81,0,10,103.5,8.9
70,0,18,30,0,3,12.9,85,0,25,29,0,4,45.8,85,0,25,29,0,4,80.69999999999999,15.700000000000001
61,0,19,11,0,2,12.4,134,0,44,110,0,13,28.3,134,0,44,110,0,13,39.6,2.5
87,0,23,11,0,1,9.7,129,0,44,34,0,3,27.0,137,0,46,30,0,5,44.0,0.8
0,0,0,0,0,0,8.9,94,1,26,27,0,2,28.400000000000006,218,2,44,58,0,4,46.80000000000001,20.3
6,0,4,2,0,1,28.0,39,0,9,56,0,6,75.0,75,0,15,90,0,9,113.30000000000001,18.400000000000002
128,0,17,0,0,0,20.9,245,0,42,20,0,5,86.6,539,2,80,115,1,15,135.29999999999998,29.900000000000002
26,0,5,0,0,0,52.800000000000004,168,0,42,31,0,5,85.4,220,0,58,64,0,10,89.2,23.8
77,2,10,117,0,10,15.400000000000002,249,2,35,240,1,22,60.40000000000001,333,3,54,313,1,31,101.4,19.5
0,0,0,0,0,0,18.6,0,0,0,0,0,0,58.5,211,2,17,39,0,5,92.0,25.200000000000003
0,0,0,0,0,0,19.9,153,1,27,81,0,4,52.5,277,2,54,113,0,9,108.8,11.1
210,1,22,17,0,2,5.2,300,4,48,17,0,2,41.8,374,4,76,18,0,4,72.7,19.5
44,1,16,1,0,2,9.200000000000001,238,2,61,29,0,5,37.7,455,3,111,61,0,9,39.900000000000006,19.0
110,1,17,0,0,0,29.299999999999997,149,2,27,6,0,1,54.8,213,2,39,37,0,6,62.599999999999994,33.2
133,3,33,45,0,5,34.0,181,4,51,94,0,13,59.5,366,7,87,139,0,21,93.9,12.8
29,0,12,7,0,1,22.3,53,0,19,7,0,1,42.4,95,0,28,7,0,1,64.0,16.3
123,1,16,10,0,3,14.1,150,1,28,27,0,4,33.1,190,1,38,27,0,4,76.5,2.2
90,0,24,17,0,3,9.7,141,0,35,67,0,7,45.2,286,1,75,94,0,11,84.0,21.700000000000003
23,0,15,37,0,5,8.9,144,1,27,56,0,7,36.300000000000004,239,1,61,129,0,18,57.800000000000004,7.7
52,0,15,0,0,0,15.2,124,0,37,43,0,5,38.9,358,0,83,94,0,15,77.0,7.300000000000001
0,0,0,0,0,0,10.3,73,2,26,103,0,17,51.5,168,2,45,118,1,21,77.80000000000001,10.0
62,1,17,15,0,2,23.1,304,4,61,57,0,6,50.400000000000006,343,4,64,70,0,7,85.70000000000002,11.0
44,0,18,-1,0,1,11.100000000000001,197,0,53,46,1,7,42.300000000000004,362,1,91,68,1,9,70.60000000000001,12.5
70,0,18,30,0,3,15.700000000000001,85,0,25,29,0,4,44.1,85,0,25,29,0,4,74.8,20.299999999999997
77,1,16,0,0,0,15.8,162,1,42,30,0,7,29.8,179,1,51,89,1,15,45.2,26.799999999999997
5,0,5,0,0,0,8.5,64,0,28,12,0,4,25.200000000000003,192,1,55,29,1,9,26.200000000000003,15.000000000000002
61,0,19,11,0,2,2.5,134,0,44,110,0,13,28.3,134,0,44,110,0,13,32.6,2.5999999999999996
48,1,10,0,0,0,24.0,222,3,33,55,0,1,48.800000000000004,319,3,54,74,0,6,52.2,7.6000000000000005
143,0,22,23,0,4,19.8,267,3,62,29,0,7,61.0,444,4,96,67,0,13,93.1,28.7
48,1,10,0,0,0,19.3,222,3,33,55,0,1,56.5,363,3,56,63,0,3,88.2,18.8
128,0,17,0,0,0,24.1,245,0,42,20,0,5,62.7,539,2,80,115,1,15,100.5,9.3
50,0,16,78,0,6,21.099999999999998,213,0,60,109,0,11,53.1,434,0,104,170,0,20,83.0,19.5
0,0,0,0,0,0,17.9,0,0,0,0,0,0,55.900000000000006,211,2,17,39,0,5,121.20000000000002,22.9
0,0,0,0,0,0,21.5,0,0,0,0,0,0,32.1,0,0,0,0,0,0,33.4,4.800000000000001
133,3,33,45,0,5,8.5,181,4,51,94,0,13,48.900000000000006,366,7,87,139,0,21,65.60000000000001,23.099999999999998
77,2,10,117,0,10,20.6,249,2,35,240,1,22,59.4,333,3,54,313,1,31,88.7,8.3
30,1,13,16,0,2,5.9,127,4,35,16,0,2,33.7,288,6,78,21,0,3,64.7,31.400000000000002
13,0,5,0,0,0,12.5,27,0,11,15,0,2,69.7,129,1,36,61,0,7,115.60000000000001,16.200000000000003
0,0,0,0,0,0,26.9,0,0,0,0,0,0,50.599999999999994,0,0,0,0,0,0,55.199999999999996,15.5
120,1,27,16,0,2,23.299999999999997,194,1,45,28,0,3,52.3,487,3,111,65,0,8,72.5,8.6
23,0,15,37,0,5,14.1,144,1,27,56,0,7,55.2,239,1,61,129,0,18,79.1,12.3
6,0,2,12,0,1,11.200000000000001,6,0,2,12,0,1,37.6,6,0,2,12,0,1,56.4,19.400000000000002
22,0,6,2,0,1,7.9,69,1,21,12,0,3,47.0,144,2,39,36,0,8,48.3,13.5
6,0,4,2,0,1,15.700000000000001,15,0,7,56,0,6,47.2,59,0,17,119,0,13,72.80000000000001,13.100000000000001
0,0,0,0,0,0,10.600000000000001,0,0,0,0,0,0,31.3,0,0,0,0,0,0,47.5,4.2
0,0,0,0,0,0,15.0,0,0,0,0,0,0,54.7,3,1,3,0,0,0,103.8,14.52
62,1,17,15,0,2,18.9,227,3,46,41,0,4,65.0,272,3,53,54,0,5,97.7,5.300000000000001
143,0,22,23,0,4,14.100000000000001,212,2,37,29,0,6,64.9,569,6,96,85,0,13,110.6,28.200000000000003
0,0,0,0,0,0,19.3,0,0,0,0,0,0,43.2,212,1,21,20,0,1,55.5,9.2
50,0,16,78,0,6,19.5,213,0,60,109,0,11,57.199999999999996,434,0,104,170,0,20,86.0,7.300000000000001
128,0,17,0,0,0,9.3,245,0,42,20,0,5,62.60000000000001,539,2,80,115,1,15,99.50000000000001,19.3
0,0,0,0,0,0,22.9,0,0,0,0,0,0,58.099999999999994,211,2,17,39,0,5,105.3,22.5
143,0,22,23,0,4,28.200000000000003,267,3,62,29,0,7,54.10000000000001,539,7,102,71,0,12,125.70000000000002,25.200000000000003
0,0,0,0,0,0,15.5,0,0,0,0,0,0,53.099999999999994,0,0,0,0,0,0,70.69999999999999,11.9
6,0,4,2,0,1,13.100000000000001,39,0,9,56,0,6,41.900000000000006,47,0,13,85,0,10,68.9,30.8
0,0,0,0,0,0,4.800000000000001,0,0,0,0,0,0,30.200000000000003,0,0,0,0,0,0,38.2,0.7000000000000001
