75,0,4,3.8,133,0,8,25.1,274,1,22,73.9,16.1
0,0,0,10.799999999999999,39,1,2,34.5,124,1,9,43.2,1.3
98,2,6,6.0,129,2,10,40.9,358,3,30,72.6,14.9
0,0,0,13.6,65,1,6,61.800000000000004,131,1,12,70.9,12.600000000000001
70,0,5,10.5,70,0,5,58.9,295,0,20,83.1,7.9
48,2,4,6.7,115,4,11,42.4,138,5,14,57.400000000000006,8.2
83,0,5,3.2,247,0,14,19.1,260,0,15,47.2,4.800000000000001
0,0,0,13.4,80,0,8,46.1,364,2,26,100.3,17.9
0,0,0,24.0,91,2,7,52.1,278,3,19,91.80000000000001,2.9
10,0,2,7.9,115,0,8,21.700000000000003,207,1,17,35.900000000000006,19.599999999999998
40,0,3,2.4000000000000004,104,1,8,26.799999999999997,208,1,15,48.5,17.4
64,0,6,10.2,64,0,6,28.700000000000003,273,1,14,44.0,22.8
64,2,8,9.9,155,3,12,56.0,283,4,24,82.0,6.4
77,2,5,7.4,180,2,13,53.400000000000006,325,2,27,71.10000000000001,6.4
166,1,8,20.5,199,1,10,72.30000000000001,327,4,21,88.30000000000001,5.5
46,1,4,27.3,102,1,8,70.1,299,3,19,99.69999999999999,22.400000000000002
83,0,6,14.6,85,0,7,57.1,196,1,15,76.9,15.1
135,0,8,14.3,302,2,18,47.0,537,4,32,88.69999999999999,23.3
86,1,8,30.300000000000004,134,1,14,92.9,227,1,26,103.7,17.4
107,0,7,12.3,162,0,11,49.400000000000006,300,1,21,79.7,17.1
100,1,13,12.600000000000001,179,3,18,58.900000000000006,326,4,31,98.4,36.3
114,1,5,9.3,217,3,10,52.7,217,3,10,80.00000000000001,7.800000000000001
94,0,6,16.8,95,0,7,59.800000000000004,253,1,15,90.80000000000001,4.9
0,0,0,18.200000000000003,250,2,10,106.30000000000001,312,3,12,111.20000000000002,11.9
0,0,0,35.7,60,1,6,75.0,385,3,26,123.0,13.4
94,0,7,36.8,118,2,10,71.5,352,3,24,99.30000000000001,11.600000000000001
37,1,4,12.2,71,1,8,43.4,151,3,16,61.599999999999994,5.6
56,1,4,23.8,266,3,12,56.4,332,3,21,106.80000000000001,5.9
64,0,6,22.8,95,0,9,45.4,201,1,15,66.8,11.100000000000001
36,0,1,11.9,86,1,4,58.4,367,1,30,97.0,31.700000000000003
44,0,4,14.8,248,2,18,34.1,445,4,35,83.5,19.7
52,1,4,14.9,107,1,10,37.8,196,2,16,51.9,15.100000000000001
70,0,5,7.9,194,2,14,30.4,355,2,24,78.2,11.7
50,0,4,8.0,102,0,8,35.4,334,1,23,48.099999999999994,15.3
85,1,7,1.3,198,1,15,55.699999999999996,440,1,33,90.2,23.4
4,0,1,16.3,69,0,6,33.6,128,0,13,54.900000000000006,10.4
77,1,7,11.7,143,1,11,35.7,237,1,18,62.7,20.1
75,0,4,16.1,133,0,8,31.400000000000002,274,2,22,68.6,12.9
0,0,0,17.9,77,0,9,48.0,361,2,27,83.9,29.299999999999997
117,0,10,21.8,166,0,15,93.5,251,0,26,134.2,27.500000000000004
97,1,7,14.0,185,2,14,36.7,381,3,26,84.3,6.3
0,0,0,14.1,0,0,0,24.700000000000003,0,0,0,24.700000000000003,6.0
102,1,6,3.1,185,2,14,57.5,247,2,20,96.19999999999999,11.9
57,0,4,4.9,89,0,6,23.4,177,0,15,42.599999999999994,16.3
40,0,2,14.9,71,0,6,48.7,300,1,26,78.9,14.5
120,0,9,2.9,211,2,16,26.9,398,3,28,69.1,29.700000000000003
18,0,3,9.3,28,0,4,23.6,86,0,10,29.900000000000002,10.9
51,0,3,8.4,51,0,3,25.400000000000002,113,0,5,33.900000000000006,4.9
18,0,1,16.0,59,0,5,25.3,134,0,9,38.10000000000001,9.7
6,0,1,8.600000000000001,27,0,4,22.600000000000005,201,1,12,34.7,12.0
52,1,2,18.099999999999998,99,1,4,40.39999999999999,246,1,16,67.3,17.2
57,1,5,7.0,58,2,6,30.1,107,2,10,52.6,30.1
34,1,3,7.4,65,1,8,28.0,217,2,16,43.800000000000004,7.0
74,1,5,9.1,85,1,6,47.4,181,3,15,49.5,11.4
101,0,5,3.7,143,0,8,38.3,312,0,20,54.2,7.7
54,1,5,9.8,124,3,13,45.2,235,3,29,79.2,4.8
70,1,2,6.7,89,1,3,21.9,151,2,6,26.099999999999998,20.8
44,0,4,13.4,118,1,6,27.0,337,2,21,79.19999999999999,10.299999999999999
0,0,0,11.0,51,0,5,55.4,219,2,19,97.30000000000001,23.200000000000003
101,1,6,1.9,127,1,9,35.5,172,2,12,43.5,1.3
52,0,7,10.2,83,0,12,26.2,93,0,13,40.7,2.6
48,0,3,9.8,79,0,7,20.700000000000003,246,1,19,39.400000000000006,2.0
46,1,4,22.400000000000002,102,1,8,77.9,278,2,18,102.1,2.0
0,0,0,13.4,134,2,12,70.4,333,3,25,107.80000000000001,37.6
0,0,0,11.9,269,2,13,68.2,331,3,15,123.10000000000001,6.0
83,0,6,15.1,85,0,7,56.8,251,2,16,73.4,11.8
100,1,13,36.3,179,3,18,63.2,289,4,29,120.1,20.3
0,0,0,29.299999999999997,157,0,17,60.599999999999994,379,1,28,93.3,10.5
4,0,1,10.4,69,0,6,42.6,238,0,18,57.5,19.4
107,0,7,17.1,162,0,11,45.8,296,1,19,76.0,9.0
129,3,8,31.700000000000003,179,4,11,85.5,460,4,37,104.1,41.900000000000006
0,0,0,23.200000000000003,94,1,8,68.5,166,1,15,91.89999999999999,4.6
6,0,1,12.0,27,0,4,33.0,170,1,12,39.7,11.2
37,1,4,5.6,71,1,8,35.3,150,3,18,56.4,7.2
166,1,8,5.5,199,1,10,44.2,296,2,17,83.10000000000001,4.300000000000001
64,0,6,11.100000000000001,95,0,9,44.10000000000001,304,1,17,62.60000000000001,8.5
150,2,10,17.4,198,2,16,87.7,291,2,28,121.10000000000001,18.4
56,1,4,5.9,266,3,12,46.7,343,4,22,106.30000000000001,16.8
103,0,5,11.600000000000001,127,2,8,66.7,361,3,22,100.5,4.9
94,0,6,4.9,95,0,7,49.300000000000004,345,2,17,65.8,17.1
61,0,3,8.0,131,1,8,62.2,233,2,17,89.30000000000001,30.1
70,0,5,11.7,194,2,14,30.1,341,2,24,78.5,14.8
57,0,4,16.3,89,0,6,30.000000000000004,235,0,17,44.900000000000006,5.7
52,1,4,15.100000000000001,107,1,10,37.7,194,2,18,64.4,12.7
0,0,0,6.0,0,0,0,30.700000000000003,0,0,0,30.700000000000003,8.8
120,0,9,29.700000000000003,120,0,9,56.6,307,1,21,84.7,13.9
104,0,5,15.3,156,0,9,41.7,388,1,24,60.6,15.8
55,1,2,23.3,89,1,3,36.0,89,1,3,53.9,4.7
77,1,7,20.1,143,1,11,35.1,320,1,23,66.4,17.9
70,1,2,20.8,70,1,2,42.7,132,2,5,46.900000000000006,13.8
6,0,1,7.4,148,2,7,32.400000000000006,193,2,13,69.20000000000002,19.0
0,0,0,12.100000000000001,75,0,7,25.1,106,0,12,39.6,3.7
50,0,2,17.2,97,0,4,44.4,244,0,16,64.3,2.6
0,0,0,11.0,80,0,4,25.700000000000003,152,1,8,37.7,14.0
49,0,5,25.200000000000003,113,2,13,41.5,241,3,25,87.6,34.3
57,1,5,30.1,58,2,6,43.5,110,3,12,67.3,14.5
0,0,0,28.8,0,0,0,59.900000000000006,57,1,8,59.900000000000006,25.5
0,0,0,11.3,78,0,9,29.2,182,1,19,46.0,9.7
37,0,5,16.7,56,0,7,51.699999999999996,96,0,13,87.69999999999999,27.1
0,0,0,4.6,162,3,14,30.800000000000004,181,3,17,79.0,10.5
66,0,4,19.599999999999998,105,0,6,30.7,233,2,18,47.199999999999996,9.0
0,0,0,9.4,60,0,7,24.1,199,1,12,37.1,9.2
42,0,1,10.299999999999999,116,1,3,28.9,335,2,18,52.699999999999996,2.8
34,1,3,7.0,65,1,8,22.6,154,2,11,43.1,4.0
0,0,0,2.8,17,1,2,15.2,53,1,6,26.799999999999997,2.7
117,0,10,27.500000000000004,191,1,17,93.70000000000002,276,1,28,144.20000000000002,19.4
0,0,0,23.4,2,0,1,34.7,57,2,9,45.800000000000004,1.0
0,0,0,12.5,35,0,3,25.0,139,1,7,31.5,24.5
40,1,4,14.0,64,1,6,39.7,118,2,14,44.1,11.7
75,0,4,12.9,133,0,8,32.8,341,1,24,54.099999999999994,16.7
12,0,1,4.6,11,0,2,28.599999999999998,22,0,4,34.8,9.0
11,0,2,4.9,71,0,4,40.2,159,1,12,51.300000000000004,21.0
6,0,2,21.1,6,0,3,67.6,62,0,10,101.6,31.3
0,0,0,37.6,134,2,12,86.7,422,4,29,126.0,15.9
129,3,8,41.900000000000006,165,3,9,85.50000000000001,446,3,35,132.0,14.4
0,0,0,10.5,157,0,17,57.699999999999996,258,1,28,87.8,7.3
49,0,5,34.3,204,3,17,65.9,265,3,24,102.80000000000001,5.6
100,1,13,20.3,179,3,18,69.19999999999999,289,4,29,115.49999999999999,22.700000000000003
176,0,6,30.1,246,1,11,65.7,348,2,20,101.4,26.9
56,1,4,16.8,266,3,12,46.5,343,4,22,79.1,8.5
0,0,0,26.6,12,0,1,38.1,109,1,9,40.300000000000004,12.6
37,0,5,27.1,56,0,7,69.9,129,0,18,89.80000000000001,11.4
83,0,6,11.8,85,0,7,41.5,182,1,16,84.0,5.8
34,0,4,28.5,214,2,17,50.3,324,2,27,82.39999999999999,7.6
6,0,1,11.2,27,0,4,31.8,138,0,10,45.800000000000004,0.8
120,0,9,13.9,211,2,16,46.5,317,3,22,70.5,23.1
94,0,6,17.1,95,0,7,38.8,345,2,17,81.80000000000001,28.700000000000003
52,1,4,12.7,107,1,10,42.7,194,2,18,65.60000000000001,22.200000000000003
64,0,6,8.5,95,0,9,42.400000000000006,198,0,11,65.00000000000001,26.6
70,0,5,14.8,194,2,14,34.4,336,2,24,56.9,7.1000000000000005
57,1,5,14.5,58,2,6,51.6,143,3,14,74.7,10.2
107,0,7,9.0,162,0,11,38.400000000000006,356,2,21,75.5,9.0
104,0,5,15.8,154,0,9,39.1,386,1,24,66.5,15.6
150,2,10,18.4,236,3,18,66.1,329,3,30,128.7,38.300000000000004
70,1,2,13.8,89,1,3,41.300000000000004,151,2,6,56.5,15.0
46,1,4,2.0,102,1,8,51.7,363,2,19,94.5,9.600000000000001
6,0,1,19.0,148,2,7,41.099999999999994,193,2,13,52.99999999999999,12.4
101,2,8,23.3,167,2,10,45.8,437,4,28,103.4,17.8
0,0,0,9.2,60,0,7,24.400000000000002,239,1,14,41.7,8.0
98,2,6,14.5,129,2,10,29.4,358,3,30,63.2,19.0
0,0,0,14.0,80,0,4,34.3,168,1,10,41.599999999999994,19.1
55,1,2,4.7,89,1,3,33.2,113,1,5,54.2,6.2
0,0,0,8.8,0,0,0,28.9,0,0,0,39.5,17.7
29,0,3,20.200000000000003,131,2,12,38.800000000000004,265,4,27,78.9,7.9
4,0,1,19.4,69,0,6,46.099999999999994,238,0,18,63.39999999999999,21.700000000000003
40,0,3,10.9,40,0,3,30.699999999999996,179,0,13,55.099999999999994,2.0
33,0,2,9.0,72,1,6,34.0,102,1,8,39.3,18.9
57,0,4,5.7,89,0,6,26.9,191,0,12,45.400000000000006,10.7
97,1,7,10.8,185,2,14,31.1,263,2,21,53.800000000000004,26.200000000000003
166,1,8,4.300000000000001,199,1,10,30.3,364,3,22,82.1,12.4
75,0,4,16.7,133,0,8,45.7,341,1,24,61.0,7.5
0,0,0,11.2,35,0,6,28.6,146,0,20,37.699999999999996,12.3
37,1,4,7.2,71,1,8,25.0,168,1,18,56.2,3.7
0,0,0,25.5,0,0,0,78.69999999999999,18,1,3,85.39999999999999,15.8
40,1,4,11.7,40,1,4,37.4,94,2,12,51.4,8.100000000000001
0,0,0,4.6,94,1,8,38.800000000000004,230,3,20,83.19999999999999,25.8
0,0,0,18.8,71,0,5,28.9,356,1,23,30.299999999999997,17.4
51,0,3,7.5,51,0,3,20.8,161,0,6,37.800000000000004,7.800000000000001
10,0,2,9.0,49,0,4,36.5,177,2,16,50.300000000000004,18.9
0,0,0,10.5,162,3,14,27.700000000000003,224,3,19,71.0,2.2
0,0,0,50.2,20,0,5,125.1,118,1,15,147.20000000000002,18.1
16,0,2,12.5,47,0,5,37.7,187,1,14,41.300000000000004,6.800000000000001
0,0,0,6.0,269,2,13,36.1,311,3,14,124.2,8.7
54,0,6,21.5,54,0,6,37.3,225,1,22,64.1,27.3
0,0,0,9.7,78,0,9,28.6,226,0,23,48.60000000000001,9.3
117,0,10,19.4,240,1,22,68.7,298,1,29,140.4,20.5
70,0,3,19.7,204,2,14,45.4,481,4,37,63.8,11.9
13,0,3,11.5,73,0,6,35.1,171,1,11,49.300000000000004,37.7
0,0,0,16.4,2,0,1,21.099999999999998,192,1,14,22.299999999999997,32.1
150,2,10,38.300000000000004,284,3,24,74.1,377,3,36,144.4,10.6
129,3,8,14.4,215,4,12,88.0,380,4,28,141.8,9.7
176,0,6,26.9,237,0,9,65.0,339,1,18,119.19999999999999,14.9
120,0,9,23.1,211,2,16,66.7,292,2,22,93.60000000000001,8.600000000000001
100,1,13,22.700000000000003,179,3,18,79.3,289,4,29,106.2,7.4
13,0,3,37.7,57,0,7,67.0,155,1,12,78.0,20.6
0,0,0,15.9,134,2,12,66.9,297,3,22,123.9,10.9
0,0,0,32.1,135,0,9,53.2,276,1,17,53.2,9.0
49,0,5,5.6,204,3,17,65.1,298,4,26,81.4,14.6
104,0,5,15.6,206,0,13,46.7,420,1,27,73.1,19.4
97,1,7,26.200000000000003,185,2,14,43.3,350,3,23,80.0,19.2
33,0,2,18.9,72,1,6,49.9,72,1,6,58.2,20.0
34,0,4,7.6,214,2,17,51.5,297,2,27,65.3,3.4000000000000004
64,0,6,26.6,95,0,9,46.2,198,0,11,79.2,9.3
94,0,6,28.700000000000003,95,0,7,50.7,345,2,17,95.1,12.100000000000001
0,0,0,25.8,94,1,8,53.6,222,3,17,98.89999999999999,18.9
0,0,0,12.6,12,0,1,45.5,44,0,4,50.7,14.4
0,0,0,19.1,80,0,4,44.1,192,2,8,58.800000000000004,17.3
37,0,5,11.4,56,0,7,55.2,129,0,18,90.20000000000002,10.100000000000001
54,0,6,27.3,135,0,13,54.099999999999994,306,1,29,76.0,10.3
40,1,4,8.100000000000001,64,1,6,33.8,84,2,9,59.5,4.4
159,1,8,31.8,357,2,23,61.6,517,2,37,95.8,7.7
0,0,0,12.3,35,0,6,35.1,118,0,16,45.199999999999996,6.4
52,1,4,22.200000000000003,107,1,10,50.00000000000001,194,2,18,72.60000000000001,17.3
29,0,3,7.9,152,2,14,43.8,272,4,26,52.599999999999994,15.1
57,1,5,10.2,58,2,6,54.8,143,3,14,68.2,11.5
0,0,0,7.3,157,0,17,47.099999999999994,402,2,31,78.4,21.3
70,0,5,7.1000000000000005,194,2,14,33.6,336,2,24,52.0,33.8
4,0,1,21.700000000000003,69,0,6,51.5,238,0,18,83.7,1.5
6,0,1,12.4,148,2,7,38.8,193,2,13,63.8,11.3
135,0,8,17.8,201,0,10,55.400000000000006,471,2,28,88.10000000000001,11.7
0,0,0,24.5,35,0,3,46.9,214,1,11,49.5,9.5
50,1,4,21.6,93,1,5,32.8,356,3,22,56.5,9.8
57,0,4,10.7,89,0,6,32.7,191,0,12,46.400000000000006,4.4
40,0,2,19.0,71,0,6,48.4,300,1,26,54.4,8.600000000000001
56,1,4,8.5,266,3,12,31.200000000000003,343,4,22,72.0,16.7
117,0,10,20.5,240,1,22,67.4,279,1,28,133.60000000000002,20.5
0,0,0,19.2,91,0,7,43.5,118,0,9,47.2,2.2
6,0,1,0.8,27,0,4,24.0,138,0,10,45.0,23.6
103,0,5,10.7,221,2,15,27.200000000000003,401,3,24,82.3,6.800000000000001
107,0,7,9.0,162,0,11,35.1,356,2,21,63.800000000000004,30.200000000000003
83,0,6,5.8,85,0,7,32.7,182,1,16,74.4,3.0
0,0,0,17.7,0,0,0,32.5,0,0,0,57.2,9.4
0,0,0,11.100000000000001,0,0,0,27.400000000000002,0,0,0,27.400000000000002,4.8
0,0,0,17.4,4,0,1,46.300000000000004,289,1,19,46.300000000000004,2.2
16,0,1,22.9,24,0,4,62.699999999999996,24,0,4,68.7,28.0
83,0,5,25.5,99,0,6,34.0,130,0,8,50.5,2.2
66,0,4,17.9,66,0,4,49.7,243,0,16,73.7,6.6
55,1,2,6.2,89,1,3,34.2,113,1,5,46.900000000000006,13.5
80,1,5,22.5,204,4,18,33.9,295,4,29,62.7,1.2
44,0,4,11.9,178,2,15,46.400000000000006,455,4,38,65.7,14.100000000000001
166,1,8,12.4,199,1,10,22.200000000000003,364,3,22,60.900000000000006,25.1
70,1,2,15.0,89,1,3,49.6,140,2,5,71.5,17.9
0,0,0,9.3,78,0,9,30.3,188,1,23,48.2,18.700000000000003
10,0,2,18.9,76,0,6,47.5,204,2,18,58.6,29.6
17,1,1,10.9,104,2,6,36.1,166,2,16,52.60000000000001,14.8
5,0,1,10.0,94,1,8,19.1,135,1,12,23.6,7.0
176,0,6,14.9,307,1,14,71.9,353,1,19,107.5,14.2
13,0,3,20.6,117,0,10,69.80000000000001,215,1,15,93.4,6.1
150,2,10,10.6,284,3,24,67.30000000000001,377,3,36,115.00000000000003,29.7
97,1,7,19.2,185,2,14,56.2,334,3,22,76.5,3.3
129,3,8,9.7,215,4,12,66.0,472,4,34,109.60000000000001,14.600000000000001
0,0,0,14.4,12,0,1,53.6,105,1,10,65.1,6.6
54,0,6,10.3,135,0,13,59.1,223,0,23,74.9,28.8
0,0,0,9.0,135,0,9,57.5,274,0,17,62.2,27.3
33,0,2,20.0,72,1,6,47.9,102,1,8,72.9,3.1
104,0,5,19.4,206,0,13,50.8,355,1,23,74.1,31.9
49,0,5,14.6,204,3,17,54.5,305,4,25,86.10000000000001,22.599999999999998
70,0,5,33.8,194,2,14,55.7,336,2,24,75.30000000000001,27.7
0,0,0,10.9,134,2,12,64.4,297,3,22,113.50000000000001,8.8
10,0,2,29.6,115,0,8,57.5,192,2,16,85.0,22.099999999999998
107,0,7,30.200000000000003,162,0,11,48.2,356,2,21,77.60000000000001,12.1
52,1,4,17.3,107,1,10,52.2,194,2,18,82.20000000000002,15.2
0,0,0,28.8,123,0,9,50.5,230,0,15,52.2,13.600000000000001
64,0,6,9.3,95,0,9,44.400000000000006,198,0,11,78.30000000000001,13.7
0,0,0,17.3,80,0,4,50.400000000000006,192,2,8,70.7,22.6
34,0,4,3.4000000000000004,214,2,17,39.5,311,2,25,61.3,8.7
0,0,0,30.5,269,2,13,45.2,289,2,14,75.30000000000001,29.4
29,0,3,15.1,152,2,14,43.2,196,3,22,61.800000000000004,10.9
166,1,8,25.1,199,1,10,41.8,364,3,22,67.8,12.600000000000001
6,0,1,11.3,148,2,7,42.7,193,2,13,64.8,12.3
56,1,4,16.7,266,3,12,42.0,343,4,22,71.7,28.4
159,1,8,7.7,357,2,23,45.9,542,2,35,70.6,19.7
0,0,0,18.700000000000003,78,0,9,37.7,188,1,23,56.6,32.6
100,1,13,7.4,179,3,18,50.400000000000006,289,4,29,99.30000000000001,31.3
0,0,0,18.9,94,1,8,49.300000000000004,222,3,17,83.5,26.1
120,0,9,8.600000000000001,211,2,16,45.6,398,3,28,78.20000000000002,2.2
6,0,1,23.6,27,0,4,35.6,138,0,10,56.2,12.400000000000002
17,1,1,14.8,151,2,9,48.400000000000006,201,2,16,58.7,7.5
0,0,0,9.4,0,0,0,35.900000000000006,0,0,0,56.00000000000001,12.0
50,1,4,9.8,86,2,6,42.6,349,4,23,51.3,2.0
37,0,5,10.100000000000001,56,0,7,48.6,129,0,18,91.4,16.6
48,2,4,16.1,115,4,11,45.2,142,5,15,60.10000000000001,9.4
0,0,0,4.8,0,0,0,32.2,0,0,0,32.2,6.800000000000001
0,0,0,6.4,35,0,6,29.900000000000002,118,0,16,47.3,30.700000000000003
51,0,3,11.5,51,0,3,26.8,161,0,6,40.1,6.0
5,0,1,7.0,94,1,8,24.8,174,2,12,29.1,5.7
16,0,2,10.8,47,0,5,30.1,163,1,12,55.300000000000004,1.5
0,0,0,2.2,75,0,6,38.4,252,0,16,48.5,10.8
57,1,5,11.5,58,2,6,36.2,143,3,14,73.30000000000001,2.1
0,0,0,12.900000000000002,63,0,7,50.3,91,0,12,73.3,18.4
83,0,5,2.2,247,0,14,31.4,265,0,15,39.400000000000006,10.4
40,1,4,4.4,64,1,6,24.200000000000003,109,1,12,49.900000000000006,4.5
44,0,4,14.100000000000001,114,0,7,45.7,391,2,30,71.4,20.0
139,1,6,12.3,241,1,13,31.7,337,1,19,45.4,8.3
40,0,2,8.600000000000001,138,2,8,42.1,367,3,28,57.0,10.4
117,0,10,20.5,240,1,22,60.4,313,1,31,109.7,10.100000000000001
135,0,8,11.7,236,2,16,52.8,506,4,34,75.3,22.9
57,1,3,22.9,93,1,6,27.4,225,2,15,34.1,2.6
0,0,0,3.5,18,0,1,29.6,52,0,4,35.2,6.1
103,0,5,6.800000000000001,221,2,15,22.4,364,2,25,70.8,31.700000000000003
0,0,0,30.599999999999998,20,0,5,98.9,115,1,15,173.8,23.1
114,1,5,10.600000000000001,163,2,9,29.900000000000002,181,2,11,57.2,11.7
37,0,2,18.1,99,0,7,25.1,134,0,10,38.2,19.6
0,0,0,21.3,157,0,17,39.1,402,2,31,86.30000000000001,5.5
150,2,10,29.7,284,3,24,78.6,284,3,24,114.4,23.5
70,0,5,27.7,194,2,14,68.6,336,2,24,95.1,14.4
13,0,3,6.1,117,0,10,64.4,163,0,12,93.7,9.5
104,0,5,31.9,206,0,13,66.89999999999999,307,0,19,97.99999999999999,15.3
0,0,0,22.6,80,0,4,59.00000000000001,192,2,8,84.0,5.9
0,0,0,32.6,78,0,9,60.60000000000001,188,1,23,81.60000000000001,8.9
0,0,0,29.4,269,2,13,68.6,289,2,14,86.5,19.1
0,0,0,27.3,135,0,9,68.4,235,1,19,89.50000000000001,7.7
0,0,0,26.1,94,1,8,70.8,222,3,17,98.6,12.4
100,1,13,31.3,179,3,18,61.400000000000006,289,4,29,118.0,4.2
44,0,4,20.0,248,2,18,46.0,462,3,34,80.5,14.4
64,0,6,13.7,95,0,9,49.6,198,0,11,69.2,10.600000000000001
54,0,6,28.8,135,0,13,66.4,237,1,21,93.2,9.0
